live by their gruesome motto,","| so illegally and so violently
live by their gruesome motto,"
e4UO5djAJN4-00012 |,"""kill, rape, control.""","| ""kill, rape, control."""
e4UO5djAJN4-00013 |,"just weeks ago, an illegal
ms-13 gang member was arrested","| just weeks ago, an illegal
ms-13 gang member was arrested"
e4UO5djAJN4-00014 |,"for allegedly
murdering a man","| for allegedly
murdering a man"
e4UO5djAJN4-00015 |,and burning his body.,| and burning his body.
e4UO5djAJN4-00016 |,"the gang member reportedly
entered our country","| the gang member reportedly
entered our country"
e4UO5djAJN4-00017 |,"through glaring loopholes
for unaccompanied alien minors.","| through glaring loopholes
for unaccompanied alien minors."
e4UO5djAJN4-00018 |,"the democrats allow those
loopholes to be there.","| the democrats allow those
loopholes to be there."
e4UO5djAJN4-00019 |,"they could change them so easily, 
but they don't want","| they could change them so easily, 
but they don't want"
e4UO5djAJN4-00020 |,"to do that for
strictly political reasons.","| to do that for
strictly political reasons."
e4UO5djAJN4-00021 |,"in texas, two ms-13
members were charged","| in texas, two ms-13
members were charged"
e4UO5djAJN4-00022 |,"after allegedly kidnapping,
drugging, and raping","| after allegedly kidnapping,
drugging, and raping"
e4UO5djAJN4-00023 |,"a 14-year-old girl and then
murdering someone else.","| a 14-year-old girl and then
murdering someone else."
e4UO5djAJN4-00024 |,"in maryland, ms-13 gang
members are accused of","| in maryland, ms-13 gang
members are accused of"
e4UO5djAJN4-00025 |,"stabbing a man 100 times,
decapitating him,","| stabbing a man 100 times,
decapitating him,"
e4UO5djAJN4-00026 |,and ripping out his heart.,| and ripping out his heart.
e4UO5djAJN4-00027 |,"police also believe ms-13 members 
beat a sex-trafficked","| police also believe ms-13 members 
beat a sex-trafficked"
e4UO5djAJN4-00028 |,"15-year-old
girl with a bat 28 times,","| 15-year-old
girl with a bat 28 times,"
e4UO5djAJN4-00029 |,"badly disfiguring her
body and her face.","| badly disfiguring her
body and her face."
e4UO5djAJN4-00030 |,"ms-13 has infiltrated many
schools across america.","| ms-13 has infiltrated many
schools across america."
e4UO5djAJN4-00031 |,"a recent newspaper report
details how a middle school","| a recent newspaper report
details how a middle school"
e4UO5djAJN4-00032 |,"in maryland is suffering from 
violent ms-13 gang activity","| in maryland is suffering from 
violent ms-13 gang activity"
e4UO5djAJN4-00033 |,"including drug dealing, 
attempted gang recruitment,","| including drug dealing, 
attempted gang recruitment,"
e4UO5djAJN4-00034 |,"daily fighting, and
alleged assault.","| daily fighting, and
alleged assault."
e4UO5djAJN4-00035 |,ms-13 gang members are truly --,| ms-13 gang members are truly --
e4UO5djAJN4-00036 |,"and you've heard me 
say it, animals.","| and you've heard me 
say it, animals."
e4UO5djAJN4-00037 |,"and yet, nancy pelosi
and washington democrats","| and yet, nancy pelosi
and washington democrats"
e4UO5djAJN4-00038 |,"continue to protect them
and to push for open borders.","| continue to protect them
and to push for open borders."
e4UO5djAJN4-00039 |,"they want them taken care
of; they want them","| they want them taken care
of; they want them"
e4UO5djAJN4-00040 |,to be left alone.,| to be left alone.
e4UO5djAJN4-00041 |,the record is plain.,| the record is plain.
e4UO5djAJN4-00042 |,"washington democrats voted
against kate's law,","| washington democrats voted
against kate's law,"
e4UO5djAJN4-00043 |,"they voted against legislation
to deport gang members,","| they voted against legislation
to deport gang members,"
e4UO5djAJN4-00044 |,"and they voted for
sanctuary cities","| and they voted for
sanctuary cities"
e4UO5djAJN4-00045 |,"where these violent
criminals hide.","| where these violent
criminals hide."
e4UO5djAJN4-00046 |,"democrats in congress have
opposed every measure that","| democrats in congress have
opposed every measure that"
e4UO5djAJN4-00047 |,"would close these
immigration loopholes","| would close these
immigration loopholes"
e4UO5djAJN4-00048 |,"and bring the slaughter
to an end.","| and bring the slaughter
to an end."
e4UO5djAJN4-00049 |,"americans must demand
their lawmakers support","| americans must demand
their lawmakers support"
e4UO5djAJN4-00050 |,"the legislation we need to
defeat ms-13 once and for all.","| the legislation we need to
defeat ms-13 once and for all."
e4UO5djAJN4-00051 |,"and to ensure every
american child in every","| and to ensure every
american child in every"
e4UO5djAJN4-00052 |,"american community can
grow up in safety and grow up","| american community can
grow up in safety and grow up"
e4UO5djAJN4-00053 |,"in security
and in peace.","| in security
and in peace."
e4UO5djAJN4-00054 |,"we have a great country, i
want to keep it that way","| we have a great country, i
want to keep it that way"
e4UO5djAJN4-00055 |,"and you want me to
keep it that way.","| and you want me to
keep it that way."
e4UO5djAJN4-00056 |,thank you very much.,| thank you very much.
hONabIzdapo-00001 |,"the president: senate democrats 
call it ""the resistance"" --","| the president: senate democrats 
call it ""the resistance"" --"
hONabIzdapo-00002 |,"they're
resisting the will","| they're
resisting the will"
hONabIzdapo-00003 |,"of the american voter and
it is not good.","| of the american voter and
it is not good."
hONabIzdapo-00004 |,"from day one, senate democrats 
have shamelessly obstructed,","| from day one, senate democrats 
have shamelessly obstructed,"
hONabIzdapo-00005 |,"stalled, and filibustered","| stalled, and filibustered"
hONabIzdapo-00006 |,"the confirmations of hundreds
of talented men and women","| the confirmations of hundreds
of talented men and women"
hONabIzdapo-00007 |,"who are eager to come to
washington, d.c.","| who are eager to come to
washington, d.c."
hONabIzdapo-00008 |,to make a difference.,| to make a difference.
hONabIzdapo-00009 |,"they want to
serve our country.","| they want to
serve our country."
hONabIzdapo-00010 |,"my nominees face a longer
average confirmation wait","| my nominees face a longer
average confirmation wait"
hONabIzdapo-00011 |,"than any in the
history of our country.","| than any in the
history of our country."
hONabIzdapo-00012 |,"today, more than 300 of
our nominees","| today, more than 300 of
our nominees"
hONabIzdapo-00013 |,are still awaiting a vote.,| are still awaiting a vote.
hONabIzdapo-00014 |,"last june, i nominated
isabel patelunas","| last june, i nominated
isabel patelunas"
hONabIzdapo-00015 |,"to serve as assistant secretary
of the treasury","| to serve as assistant secretary
of the treasury"
hONabIzdapo-00016 |,for intelligence and analysis.,| for intelligence and analysis.
hONabIzdapo-00017 |,"now, almost a year later,","| now, almost a year later,"
hONabIzdapo-00018 |,"this tremendously 
qualified professional","| this tremendously 
qualified professional"
hONabIzdapo-00019 |,"with nearly three decades 
of intelligence experience","| with nearly three decades 
of intelligence experience"
hONabIzdapo-00020 |,is still awaiting confirmation.,| is still awaiting confirmation.
hONabIzdapo-00021 |,she's given up so much.,| she's given up so much.
hONabIzdapo-00022 |,she's left areas.,| she's left areas.
hONabIzdapo-00023 |,"she's moved from homes and
she's still not confirmed.","| she's moved from homes and
she's still not confirmed."
hONabIzdapo-00024 |,it's a disgrace.,| it's a disgrace.
hONabIzdapo-00025 |,"democrats in congress are
also blocking","| democrats in congress are
also blocking"
hONabIzdapo-00026 |,"urgently needed improvements to
our border security.","| urgently needed improvements to
our border security."
hONabIzdapo-00027 |,"they don't want border
security for two reasons.","| they don't want border
security for two reasons."
hONabIzdapo-00028 |,"number one, they
don't care about it.","| number one, they
don't care about it."
hONabIzdapo-00029 |,"number two, they are
afraid it's going to make","| number two, they are
afraid it's going to make"
hONabIzdapo-00030 |,"me and the republicans look 
good and they don't want that.","| me and the republicans look 
good and they don't want that."
hONabIzdapo-00031 |,"that comes before
our country.","| that comes before
our country."
hONabIzdapo-00032 |,"they have blocked every effort 
to close deadly loopholes,","| they have blocked every effort 
to close deadly loopholes,"
hONabIzdapo-00033 |,"to keep out
vicious criminals,","| to keep out
vicious criminals,"
hONabIzdapo-00034 |,"and to stop the flow of illegal
immigrants and drugs.","| and to stop the flow of illegal
immigrants and drugs."
hONabIzdapo-00035 |,"they are a disaster
at the border.","| they are a disaster
at the border."
hONabIzdapo-00036 |,"these actions are
endangering our citizens,","| these actions are
endangering our citizens,"
hONabIzdapo-00037 |,"threatening our communities,","| threatening our communities,"
hONabIzdapo-00038 |,"and undermining our
national security.","| and undermining our
national security."
hONabIzdapo-00039 |,it is time for senate democrats,| it is time for senate democrats
hONabIzdapo-00040 |,"to stop resisting the will of
the american people.","| to stop resisting the will of
the american people."
hONabIzdapo-00041 |,"so very simply, stop
resisting the will","| so very simply, stop
resisting the will"
hONabIzdapo-00042 |,"of the american people and to
start working across the aisle","| of the american people and to
start working across the aisle"
hONabIzdapo-00043 |,"to deliver
for all citizens.","| to deliver
for all citizens."
hONabIzdapo-00044 |,"we love our country; we
want to keep our country great.","| we love our country; we
want to keep our country great."
hONabIzdapo-00045 |,thank you very much.,| thank you very much.
tkqD49HsFAw-00001 |,"the president: 
my fellow americans,","| the president: 
my fellow americans,"
tkqD49HsFAw-00002 |,"this sunday is one of the most 
important days of the year,","| this sunday is one of the most 
important days of the year,"
tkqD49HsFAw-00003 |,mother's day.,| mother's day.
tkqD49HsFAw-00004 |,"it's a special opportunity
to thank","| it's a special opportunity
to thank"
tkqD49HsFAw-00005 |,"all of the mothers 
and grandmothers in our lives.","| all of the mothers 
and grandmothers in our lives."
tkqD49HsFAw-00006 |,"since the earliest days of
our republic,","| since the earliest days of
our republic,"
tkqD49HsFAw-00007 |,"america's strength has come from
the love and courage","| america's strength has come from
the love and courage"
tkqD49HsFAw-00008 |,and devotion of our mothers.,| and devotion of our mothers.
tkqD49HsFAw-00009 |,"they helped us gain
our independence.","| they helped us gain
our independence."
tkqD49HsFAw-00010 |,"through their grit,
determination,","| through their grit,
determination,"
tkqD49HsFAw-00011 |,"and incredible spirit, they
pioneered the west","| and incredible spirit, they
pioneered the west"
tkqD49HsFAw-00012 |,and settled the frontier.,| and settled the frontier.
tkqD49HsFAw-00013 |,"during world war ii,
america's mothers","| during world war ii,
america's mothers"
tkqD49HsFAw-00014 |,"helped build the greatest
arsenal for democracy.","| helped build the greatest
arsenal for democracy."
tkqD49HsFAw-00015 |,"my mother was
a great person.","| my mother was
a great person."
tkqD49HsFAw-00016 |,her name was mary macleod.,| her name was mary macleod.
tkqD49HsFAw-00017 |,"she cam from scotland, and
she met my father","| she cam from scotland, and
she met my father"
tkqD49HsFAw-00018 |,when she was very young.,| when she was very young.
tkqD49HsFAw-00019 |,"they were married for
many, many years.","| they were married for
many, many years."
tkqD49HsFAw-00020 |,"i learned so much
from my mother.","| i learned so much
from my mother."
tkqD49HsFAw-00021 |,"she was just incredible,
warm, loving, really smart.","| she was just incredible,
warm, loving, really smart."
tkqD49HsFAw-00022 |,"could be tough if she had
to be, but basically,","| could be tough if she had
to be, but basically,"
tkqD49HsFAw-00023 |,she was a really nice person.,| she was a really nice person.
tkqD49HsFAw-00024 |,"so much of what i've done
and so much of what i've become","| so much of what i've done
and so much of what i've become"
tkqD49HsFAw-00025 |,"is because
of my mother.","| is because
of my mother."
tkqD49HsFAw-00026 |,i miss her a lot.,| i miss her a lot.
tkqD49HsFAw-00027 |,"so, i say this to you as
i think about my mother,","| so, i say this to you as
i think about my mother,"
tkqD49HsFAw-00028 |,"happy mother's day and god bless 
the united states of america.","| happy mother's day and god bless 
the united states of america."
sbOOibsEUrM-00001 |, ,|  
sbOOibsEUrM-00002 |, ,|  
sbOOibsEUrM-00003 |, ,|  
sbOOibsEUrM-00004 |, ,|  
sbOOibsEUrM-00005 |, ,|  
sbOOibsEUrM-00006 |, ,|  
sbOOibsEUrM-00007 |, ,|  
sbOOibsEUrM-00008 |, ,|  
sbOOibsEUrM-00009 |, ,|  
sbOOibsEUrM-00010 |, ,|  
sbOOibsEUrM-00011 |, ,|  
sbOOibsEUrM-00012 |, ,|  
sbOOibsEUrM-00013 |, ,|  
sbOOibsEUrM-00014 |, ,|  
sbOOibsEUrM-00015 |, ,|  
sbOOibsEUrM-00016 |, ,|  
sbOOibsEUrM-00017 |, ,|  
sbOOibsEUrM-00018 |, ,|  
sbOOibsEUrM-00019 |, ,|  
sbOOibsEUrM-00020 |, ,|  
sbOOibsEUrM-00021 |, ,|  
sbOOibsEUrM-00022 |, ,|  
sbOOibsEUrM-00023 |, ,|  
sbOOibsEUrM-00024 |, ,|  
sbOOibsEUrM-00025 |, ,|  
sbOOibsEUrM-00026 |, ,|  
sbOOibsEUrM-00027 |, ,|  
sbOOibsEUrM-00028 |, ,|  
sbOOibsEUrM-00029 |, ,|  
sbOOibsEUrM-00030 |, ,|  
sbOOibsEUrM-00031 |, ,|  
sbOOibsEUrM-00032 |, ,|  
sbOOibsEUrM-00033 |, ,|  
sbOOibsEUrM-00034 |, ,|  
sbOOibsEUrM-00035 |, ,|  
sbOOibsEUrM-00036 |, ,|  
sbOOibsEUrM-00037 |, ,|  
sbOOibsEUrM-00038 |, ,|  
sbOOibsEUrM-00039 |, ,|  
sbOOibsEUrM-00040 |, ,|  
sbOOibsEUrM-00041 |, ,|  
sbOOibsEUrM-00042 |, ,|  
sbOOibsEUrM-00043 |, ,|  
sbOOibsEUrM-00044 |, ,|  
sbOOibsEUrM-00045 |, ,|  
sbOOibsEUrM-00046 |, ,|  
sbOOibsEUrM-00047 |, ,|  
sbOOibsEUrM-00048 |, ,|  
sbOOibsEUrM-00049 |, ,|  
sbOOibsEUrM-00050 |, ,|  
sbOOibsEUrM-00051 |, ,|  
sbOOibsEUrM-00052 |, ,|  
sbOOibsEUrM-00053 |, ,|  
sbOOibsEUrM-00054 |, ,|  
sbOOibsEUrM-00055 |, ,|  
sbOOibsEUrM-00056 |, ,|  
sbOOibsEUrM-00057 |, ,|  
sbOOibsEUrM-00058 |, ,|  
sbOOibsEUrM-00059 |, ,|  
sbOOibsEUrM-00060 |, ,|  
sbOOibsEUrM-00061 |, ,|  
sbOOibsEUrM-00062 |, ,|  
sbOOibsEUrM-00063 |, ,|  
sbOOibsEUrM-00064 |, ,|  
sbOOibsEUrM-00065 |, ,|  
sbOOibsEUrM-00066 |, ,|  
sbOOibsEUrM-00067 |, ,|  
sbOOibsEUrM-00068 |, ,|  
sbOOibsEUrM-00069 |, ,|  
sbOOibsEUrM-00070 |, ,|  
sbOOibsEUrM-00071 |, ,|  
sbOOibsEUrM-00072 |, ,|  
J3a7WWtwClQ-00001 |,"the president: as a
candidate for president,","| the president: as a
candidate for president,"
J3a7WWtwClQ-00002 |,"i promised that my
administration","| i promised that my
administration"
J3a7WWtwClQ-00003 |,"would fight every day for
american workers.","| would fight every day for
american workers."
J3a7WWtwClQ-00004 |,"years of unfair trade have
hammered american families","| years of unfair trade have
hammered american families"
J3a7WWtwClQ-00005 |,"and plundered
american wealth.","| and plundered
american wealth."
J3a7WWtwClQ-00006 |,"it's been absolutely
terrible for our country.","| it's been absolutely
terrible for our country."
J3a7WWtwClQ-00007 |,"we turned a blind eye
while other nations targeted","| we turned a blind eye
while other nations targeted"
J3a7WWtwClQ-00008 |,"our industries
and ransacked our factories.","| our industries
and ransacked our factories."
J3a7WWtwClQ-00009 |,"they took advantage
of our country.","| they took advantage
of our country."
J3a7WWtwClQ-00010 |,"they took advantage
of our people.","| they took advantage
of our people."
J3a7WWtwClQ-00011 |,"over the last two decades,
the united states racked up","| over the last two decades,
the united states racked up"
J3a7WWtwClQ-00012 |,"$12.5 trillion-dollar
trade deficits in goods","| $12.5 trillion-dollar
trade deficits in goods"
J3a7WWtwClQ-00013 |,"and watched nearly one-third 
of our manufacturing jobs","| and watched nearly one-third 
of our manufacturing jobs"
J3a7WWtwClQ-00014 |,"disappear or go 
to other countries.","| disappear or go 
to other countries."
J3a7WWtwClQ-00015 |,"we financed the rise of
other countries","| we financed the rise of
other countries"
J3a7WWtwClQ-00016 |,"at the expense of our own
middle-class people.","| at the expense of our own
middle-class people."
J3a7WWtwClQ-00017 |,"yet our leaders in washington 
did absolutely nothing.","| yet our leaders in washington 
did absolutely nothing."
J3a7WWtwClQ-00018 |,"they allowed other
countries to cheat,","| they allowed other
countries to cheat,"
J3a7WWtwClQ-00019 |,"to break the rules, and
to steal our jobs with impunity.","| to break the rules, and
to steal our jobs with impunity."
J3a7WWtwClQ-00020 |,"politicians responded to
economic aggression","| politicians responded to
economic aggression"
J3a7WWtwClQ-00021 |,with economic surrender.,| with economic surrender.
J3a7WWtwClQ-00022 |,"not anymore -- it's
not going to happen.","| not anymore -- it's
not going to happen."
J3a7WWtwClQ-00023 |,"we're standing up for our families, 
our factory workers,","| we're standing up for our families, 
our factory workers,"
J3a7WWtwClQ-00024 |,"and
our way of life.","| and
our way of life."
J3a7WWtwClQ-00025 |,"my administration hears
your voice -- and has your back.","| my administration hears
your voice -- and has your back."
J3a7WWtwClQ-00026 |,"after a thorough investigation,","| after a thorough investigation,"
J3a7WWtwClQ-00027 |,"my administration documented
china's unfair trade practices --","| my administration documented
china's unfair trade practices --"
J3a7WWtwClQ-00028 |,"including
forced technology transfers.","| including
forced technology transfers."
J3a7WWtwClQ-00029 |,"as a result of this
investigation,","| as a result of this
investigation,"
J3a7WWtwClQ-00030 |,"we're taking concrete actions to
stop this abuse,","| we're taking concrete actions to
stop this abuse,"
J3a7WWtwClQ-00031 |,"including proposing tariffs
on select imports designed","| including proposing tariffs
on select imports designed"
J3a7WWtwClQ-00032 |,"to save our industries
for the future.","| to save our industries
for the future."
J3a7WWtwClQ-00033 |,we have no other choice.,| we have no other choice.
J3a7WWtwClQ-00034 |,"we'll get along with china
-- they'll be friends of ours,","| we'll get along with china
-- they'll be friends of ours,"
J3a7WWtwClQ-00035 |,"but they just can't
take advantage of us any longer.","| but they just can't
take advantage of us any longer."
J3a7WWtwClQ-00036 |,"we will have a great
relationship with china --","| we will have a great
relationship with china --"
J3a7WWtwClQ-00037 |,"but it will be a fair
relationship, not like it was.","| but it will be a fair
relationship, not like it was."
J3a7WWtwClQ-00038 |,"we will also no longer tolerate 
unfair and non-reciprocal","| we will also no longer tolerate 
unfair and non-reciprocal"
J3a7WWtwClQ-00039 |,"trading practices -- not only 
with china, but with anyone.","| trading practices -- not only 
with china, but with anyone."
J3a7WWtwClQ-00040 |,"and my administration
will use all available","| and my administration
will use all available"
J3a7WWtwClQ-00041 |,"authorities to protect
our great farmers.","| authorities to protect
our great farmers."
J3a7WWtwClQ-00042 |,"we love our farmers, we're going 
to take care of our farmers.","| we love our farmers, we're going 
to take care of our farmers."
J3a7WWtwClQ-00043 |,"we want fair and
reciprocal trade --","| we want fair and
reciprocal trade --"
J3a7WWtwClQ-00044 |,"where countries open their
markets in equal measure,","| where countries open their
markets in equal measure,"
J3a7WWtwClQ-00045 |,"and all sides
play by the rules.","| and all sides
play by the rules."
J3a7WWtwClQ-00046 |,"and that hasn't been
happening in the past.","| and that hasn't been
happening in the past."
J3a7WWtwClQ-00047 |,"what we won't tolerate are
one-sided deals","| what we won't tolerate are
one-sided deals"
J3a7WWtwClQ-00048 |,"where we open our markets while
other countries close theirs.","| where we open our markets while
other countries close theirs."
J3a7WWtwClQ-00049 |,"only by standing up for
ourselves can we end the abuse,","| only by standing up for
ourselves can we end the abuse,"
J3a7WWtwClQ-00050 |,"restore our prosperity, and 
reclaim our economic independence.","| restore our prosperity, and 
reclaim our economic independence."
J3a7WWtwClQ-00051 |,"we're going to make
america wealthy again,","| we're going to make
america wealthy again,"
J3a7WWtwClQ-00052 |,not only great again.,| not only great again.
J3a7WWtwClQ-00053 |,thank you.,| thank you.
J3a7WWtwClQ-00054 |,god bless you.,| god bless you.
J3a7WWtwClQ-00055 |,and god bless america.,| and god bless america.
l5LwnDv9SuQ-00001 |,"the president: 
my fellow americans,","| the president: 
my fellow americans,"
l5LwnDv9SuQ-00002 |,"the federal government is charged 
with the sacred duties","| the federal government is charged 
with the sacred duties"
l5LwnDv9SuQ-00003 |,"of protecting our nation,
supporting our constitution,","| of protecting our nation,
supporting our constitution,"
l5LwnDv9SuQ-00004 |,and defending our borders.,| and defending our borders.
l5LwnDv9SuQ-00005 |,"we also have to ensure the
equal application of our laws","| we also have to ensure the
equal application of our laws"
l5LwnDv9SuQ-00006 |,in all 50 states.,| in all 50 states.
l5LwnDv9SuQ-00007 |,"last year, politicians in
california violated","| last year, politicians in
california violated"
l5LwnDv9SuQ-00008 |,"the constitution by nullifying
federal law and declaring","| the constitution by nullifying
federal law and declaring"
l5LwnDv9SuQ-00009 |,their state to be a sanctuary,| their state to be a sanctuary
l5LwnDv9SuQ-00010 |,"from federal 
immigration enforcement.","| from federal 
immigration enforcement."
l5LwnDv9SuQ-00011 |,"a border-free zone
thousands of criminal aliens","| a border-free zone
thousands of criminal aliens"
l5LwnDv9SuQ-00012 |,"can roam free, a very, 
very dangerous situation.","| can roam free, a very, 
very dangerous situation."
l5LwnDv9SuQ-00013 |,unacceptable to everyone.,| unacceptable to everyone.
l5LwnDv9SuQ-00014 |,"their actions not only imperil 
the security of the people","| their actions not only imperil 
the security of the people"
l5LwnDv9SuQ-00015 |,"of california,
but the security","| of california,
but the security"
l5LwnDv9SuQ-00016 |,of the entire nation.,| of the entire nation.
l5LwnDv9SuQ-00017 |,"california's sanctuary
bill should be called","| california's sanctuary
bill should be called"
l5LwnDv9SuQ-00018 |,"""the jailbreak bill,"" because
that's exactly what it is.","| ""the jailbreak bill,"" because
that's exactly what it is."
l5LwnDv9SuQ-00019 |,"they force the release of
dangerous criminal aliens","| they force the release of
dangerous criminal aliens"
l5LwnDv9SuQ-00020 |,"from prisons and jails,
including drug traffickers","| from prisons and jails,
including drug traffickers"
l5LwnDv9SuQ-00021 |,"and dealers responsible
for the deaths","| and dealers responsible
for the deaths"
l5LwnDv9SuQ-00022 |,of countless americans.,| of countless americans.
l5LwnDv9SuQ-00023 |,"it's gotten totally
out of control.","| it's gotten totally
out of control."
l5LwnDv9SuQ-00024 |,"we can't allow
it to go on.","| we can't allow
it to go on."
l5LwnDv9SuQ-00025 |,"california's law also increases 
our vulnerability to terrorism","| california's law also increases 
our vulnerability to terrorism"
l5LwnDv9SuQ-00026 |,by keeping lifesaving information,| by keeping lifesaving information
l5LwnDv9SuQ-00027 |,from federal authorities.,| from federal authorities.
l5LwnDv9SuQ-00028 |,"the relationship
is ridiculous.","| the relationship
is ridiculous."
l5LwnDv9SuQ-00029 |,"it forces law enforcement
not to work together.","| it forces law enforcement
not to work together."
l5LwnDv9SuQ-00030 |,"last week, the citizens of
orange county, california","| last week, the citizens of
orange county, california"
l5LwnDv9SuQ-00031 |,bravely resisted the open borders,| bravely resisted the open borders
l5LwnDv9SuQ-00032 |,politicians in sacramento.,| politicians in sacramento.
l5LwnDv9SuQ-00033 |,"the range county board of
supervisors courageously voted","| the range county board of
supervisors courageously voted"
l5LwnDv9SuQ-00034 |,"to join the
administration's lawsuit","| to join the
administration's lawsuit"
l5LwnDv9SuQ-00035 |,"to stop these dangerous
and unconstitutional actions.","| to stop these dangerous
and unconstitutional actions."
l5LwnDv9SuQ-00036 |,"all across california and
all over america,","| all across california and
all over america,"
l5LwnDv9SuQ-00037 |,"everyday citizens are taking a
stand to protect their families,","| everyday citizens are taking a
stand to protect their families,"
l5LwnDv9SuQ-00038 |,"protect their borders, 
and protect their country.","| protect their borders, 
and protect their country."
l5LwnDv9SuQ-00039 |,"every citizen has the
right to be protected","| every citizen has the
right to be protected"
l5LwnDv9SuQ-00040 |,"by federal law, and when
politicians in california","| by federal law, and when
politicians in california"
l5LwnDv9SuQ-00041 |,"break those laws, they violate 
the constitutional rights","| break those laws, they violate 
the constitutional rights"
l5LwnDv9SuQ-00042 |,of their citizens.,| of their citizens.
l5LwnDv9SuQ-00043 |,"my message to communities
under siege from drugs","| my message to communities
under siege from drugs"
l5LwnDv9SuQ-00044 |,"and gangs and violence is,","| and gangs and violence is,"
l5LwnDv9SuQ-00045 |,"""you can stop this, 
and you can stop it cold.""","| ""you can stop this, 
and you can stop it cold."""
l5LwnDv9SuQ-00046 |,"partner with the federal
government so we can help","| partner with the federal
government so we can help"
l5LwnDv9SuQ-00047 |,"to remove these threats
from your communities","| to remove these threats
from your communities"
l5LwnDv9SuQ-00048 |,"and restore peace
to our streets.","| and restore peace
to our streets."
l5LwnDv9SuQ-00049 |,"i'm also calling on
congress to immediately","| i'm also calling on
congress to immediately"
l5LwnDv9SuQ-00050 |,"close the deadly border
security loopholes","| close the deadly border
security loopholes"
l5LwnDv9SuQ-00051 |,that endanger our country.,| that endanger our country.
l5LwnDv9SuQ-00052 |,"all over our country,
we're living with laws","| all over our country,
we're living with laws"
l5LwnDv9SuQ-00053 |,that don't work.,| that don't work.
l5LwnDv9SuQ-00054 |,"congress has
to change them.","| congress has
to change them."
l5LwnDv9SuQ-00055 |,"democrats in congress are
doing everything in their power","| democrats in congress are
doing everything in their power"
l5LwnDv9SuQ-00056 |,"to undermine
immigration enforcement","| to undermine
immigration enforcement"
l5LwnDv9SuQ-00057 |,"and encourage
illegal immigration.","| and encourage
illegal immigration."
l5LwnDv9SuQ-00058 |,"their policies are putting
all of america at risk.","| their policies are putting
all of america at risk."
l5LwnDv9SuQ-00059 |,"it is so bad, it's hard to
believe what they're doing","| it is so bad, it's hard to
believe what they're doing"
l5LwnDv9SuQ-00060 |,and why they're doing it.,| and why they're doing it.
l5LwnDv9SuQ-00061 |,we can't let it continue.,| we can't let it continue.
l5LwnDv9SuQ-00062 |,"the democrats are not doing 
what's right for our country.","| the democrats are not doing 
what's right for our country."
l5LwnDv9SuQ-00063 |,"i will not rest until we
have secured our borders","| i will not rest until we
have secured our borders"
l5LwnDv9SuQ-00064 |,"and restored
the rule of law.","| and restored
the rule of law."
l5LwnDv9SuQ-00065 |,"we will win, and
we will soon.","| we will win, and
we will soon."
l5LwnDv9SuQ-00066 |,it's happening.,| it's happening.
zrcrcrYWRn0-00001 |,"the president: my fellow
americans,","| the president: my fellow
americans,"
zrcrcrYWRn0-00002 |,"at this holy time of the year, 
families across our nation","| at this holy time of the year, 
families across our nation"
zrcrcrYWRn0-00003 |,"gather in homes, churches, and
synagogues to light candles","| gather in homes, churches, and
synagogues to light candles"
zrcrcrYWRn0-00004 |,and to praise god.,| and to praise god.
zrcrcrYWRn0-00005 |,"during the sacred holiday
of passover,","| during the sacred holiday
of passover,"
zrcrcrYWRn0-00006 |,"jewish families around 
the world give thanks to god","| jewish families around 
the world give thanks to god"
zrcrcrYWRn0-00007 |,"for liberating the jewish 
people from bondage in egypt","| for liberating the jewish 
people from bondage in egypt"
zrcrcrYWRn0-00008 |,"and delivering them to 
the promised land of israel.","| and delivering them to 
the promised land of israel."
zrcrcrYWRn0-00009 |,"for christians, we remember 
the suffering and death","| for christians, we remember 
the suffering and death"
zrcrcrYWRn0-00010 |,of god's only son,| of god's only son
zrcrcrYWRn0-00011 |,"and his glorious resurrection on
the third day.","| and his glorious resurrection on
the third day."
zrcrcrYWRn0-00012 |,"on easter sunday, we
proclaim with joy,","| on easter sunday, we
proclaim with joy,"
zrcrcrYWRn0-00013 |,"""christ is risen.""","| ""christ is risen."""
zrcrcrYWRn0-00014 |,"both of these sacred
celebrations remind us","| both of these sacred
celebrations remind us"
zrcrcrYWRn0-00015 |,"that god's love
redeems the world.","| that god's love
redeems the world."
zrcrcrYWRn0-00016 |,"almost 3,000 years ago,
the prophet isiah wrote,","| almost 3,000 years ago,
the prophet isiah wrote,"
zrcrcrYWRn0-00017 |,"""darkness covers the earth, 
but the lord rises upon you,","| ""darkness covers the earth, 
but the lord rises upon you,"
zrcrcrYWRn0-00018 |,"and his glory
appears over you,","| and his glory
appears over you,"
zrcrcrYWRn0-00019 |,"for the lord will be your
everlasting light.""","| for the lord will be your
everlasting light."""
zrcrcrYWRn0-00020 |,"in america, we look to the
light of god to guide our steps,","| in america, we look to the
light of god to guide our steps,"
zrcrcrYWRn0-00021 |,"we trust in the
power of the almighty","| we trust in the
power of the almighty"
zrcrcrYWRn0-00022 |,"for wisdom and strength, and
we praise our heavenly father","| for wisdom and strength, and
we praise our heavenly father"
zrcrcrYWRn0-00023 |,"for blessings of freedom and 
the gift of eternal life.","| for blessings of freedom and 
the gift of eternal life."
zrcrcrYWRn0-00024 |,"happy passover, happy easter, 
thank you, god bless you,","| happy passover, happy easter, 
thank you, god bless you,"
zrcrcrYWRn0-00025 |,"and
god bless america.","| and
god bless america."
